STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
INM00042071,"AMRITSAR, IN",1/1/1990,0,,47,60,
INM00042071,"AMRITSAR, IN",1/2/1990,0,,48,61,
INM00042071,"AMRITSAR, IN",1/3/1990,0,,48,52,
INM00042071,"AMRITSAR, IN",1/4/1990,0,,47,57,
INM00042071,"AMRITSAR, IN",1/5/1990,0,,51,69,33
INM00042071,"AMRITSAR, IN",1/6/1990,0.02,,51,53,42
INM00042071,"AMRITSAR, IN",1/7/1990,0.2,,47,53,
INM00042071,"AMRITSAR, IN",1/8/1990,0,,49,61,37
INM00042071,"AMRITSAR, IN",1/9/1990,0,,51,65,
INM00042071,"AMRITSAR, IN",1/10/1990,0,,58,70,34
INM00042071,"AMRITSAR, IN",1/11/1990,0,,53,72,
INM00042071,"AMRITSAR, IN",1/12/1990,0,,57,73,38
INM00042071,"AMRITSAR, IN",1/13/1990,0,,54,74,
INM00042071,"AMRITSAR, IN",1/14/1990,0,,56,73,38
INM00042071,"AMRITSAR, IN",1/15/1990,0,,55,72,35
INM00042071,"AMRITSAR, IN",1/16/1990,0,,59,,
INM00042071,"AMRITSAR, IN",1/17/1990,0,,56,74,
INM00042071,"AMRITSAR, IN",1/18/1990,,,55,,47
INM00042071,"AMRITSAR, IN",1/19/1990,0,,63,76,
INM00042071,"AMRITSAR, IN",1/20/1990,0,,61,75,
INM00042071,"AMRITSAR, IN",1/21/1990,,,62,74,
INM00042071,"AMRITSAR, IN",1/22/1990,0.07,,62,74,49
INM00042071,"AMRITSAR, IN",1/23/1990,0,,59,75,43
INM00042071,"AMRITSAR, IN",1/24/1990,0,,61,75,
INM00042071,"AMRITSAR, IN",1/25/1990,0,,59,76,
INM00042071,"AMRITSAR, IN",1/26/1990,0,,60,75,42
INM00042071,"AMRITSAR, IN",1/27/1990,,,61,70,
INM00042071,"AMRITSAR, IN",1/28/1990,0.01,,57,70,
INM00042071,"AMRITSAR, IN",1/30/1990,,,54,69,
INM00042071,"AMRITSAR, IN",1/31/1990,0,,56,68,45
INM00042071,"AMRITSAR, IN",2/1/1990,0,,54,69,
INM00042071,"AMRITSAR, IN",2/2/1990,0,,48,69,
INM00042071,"AMRITSAR, IN",2/3/1990,0,,56,,41
INM00042071,"AMRITSAR, IN",2/4/1990,0,,58,73,
INM00042071,"AMRITSAR, IN",2/5/1990,,,54,73,
INM00042071,"AMRITSAR, IN",2/7/1990,0,,58,63,53
INM00042071,"AMRITSAR, IN",2/8/1990,,,62,,55
INM00042071,"AMRITSAR, IN",2/9/1990,0,,64,75,
INM00042071,"AMRITSAR, IN",2/10/1990,0,,62,74,
INM00042071,"AMRITSAR, IN",2/11/1990,0,,59,68,44
INM00042071,"AMRITSAR, IN",2/12/1990,0,,56,62,51
INM00042071,"AMRITSAR, IN",2/13/1990,0.25,,56,62,
INM00042071,"AMRITSAR, IN",2/14/1990,0,,56,66,
INM00042071,"AMRITSAR, IN",2/15/1990,,,59,69,39
INM00042071,"AMRITSAR, IN",2/16/1990,0,,54,72,38
INM00042071,"AMRITSAR, IN",2/17/1990,0,,55,72,
INM00042071,"AMRITSAR, IN",2/18/1990,,,56,,
INM00042071,"AMRITSAR, IN",2/19/1990,0,,56,70,42
INM00042071,"AMRITSAR, IN",2/20/1990,0,,59,73,41
INM00042071,"AMRITSAR, IN",2/21/1990,0,,60,74,
INM00042071,"AMRITSAR, IN",2/22/1990,0,,64,77,
INM00042071,"AMRITSAR, IN",2/23/1990,0,,60,78,
INM00042071,"AMRITSAR, IN",2/24/1990,0.48,,58,78,
INM00042071,"AMRITSAR, IN",2/25/1990,1,,54,63,
INM00042071,"AMRITSAR, IN",2/26/1990,0,,59,68,
INM00042071,"AMRITSAR, IN",2/27/1990,0.91,,55,63,49
INM00042071,"AMRITSAR, IN",2/28/1990,0,,59,69,
INM00042071,"AMRITSAR, IN",3/1/1990,0,,53,69,
INM00042071,"AMRITSAR, IN",3/2/1990,0,,57,71,
INM00042071,"AMRITSAR, IN",3/3/1990,0,,56,73,
INM00042071,"AMRITSAR, IN",3/4/1990,0,,60,75,
INM00042071,"AMRITSAR, IN",3/5/1990,0,,59,76,
INM00042071,"AMRITSAR, IN",3/6/1990,,,65,77,
INM00042071,"AMRITSAR, IN",3/7/1990,0,,60,80,43
INM00042071,"AMRITSAR, IN",3/8/1990,0,,65,81,45
INM00042071,"AMRITSAR, IN",3/9/1990,0,,59,,
INM00042071,"AMRITSAR, IN",3/10/1990,,,65,77,
INM00042071,"AMRITSAR, IN",3/11/1990,0,,61,73,
INM00042071,"AMRITSAR, IN",3/12/1990,0,,65,79,
INM00042071,"AMRITSAR, IN",3/13/1990,0,,64,82,
INM00042071,"AMRITSAR, IN",3/14/1990,0,,71,83,
INM00042071,"AMRITSAR, IN",3/15/1990,0,,70,84,
INM00042071,"AMRITSAR, IN",3/16/1990,0,,70,,56
INM00042071,"AMRITSAR, IN",3/17/1990,0,,68,85,
INM00042071,"AMRITSAR, IN",3/18/1990,1.93,,66,78,
INM00042071,"AMRITSAR, IN",3/19/1990,0,,69,80,
INM00042071,"AMRITSAR, IN",3/21/1990,,,69,82,
INM00042071,"AMRITSAR, IN",3/22/1990,0,,67,75,
INM00042071,"AMRITSAR, IN",3/23/1990,0,,60,73,
INM00042071,"AMRITSAR, IN",3/24/1990,0,,57,74,45
INM00042071,"AMRITSAR, IN",3/25/1990,0,,61,75,
INM00042071,"AMRITSAR, IN",3/26/1990,0,,64,76,
INM00042071,"AMRITSAR, IN",3/27/1990,0,,63,78,53
INM00042071,"AMRITSAR, IN",3/28/1990,,,61,72,53
INM00042071,"AMRITSAR, IN",3/29/1990,0,,60,73,
INM00042071,"AMRITSAR, IN",3/30/1990,,,65,77,
INM00042071,"AMRITSAR, IN",3/31/1990,,,68,78,
INM00042071,"AMRITSAR, IN",4/1/1990,0,,68,80,
INM00042071,"AMRITSAR, IN",4/3/1990,0,,68,84,
INM00042071,"AMRITSAR, IN",4/4/1990,,,75,102,
INM00042071,"AMRITSAR, IN",4/5/1990,0,,73,88,
INM00042071,"AMRITSAR, IN",4/6/1990,,,69,75,
INM00042071,"AMRITSAR, IN",4/7/1990,0,,71,81,
INM00042071,"AMRITSAR, IN",4/8/1990,0,,73,84,
INM00042071,"AMRITSAR, IN",4/9/1990,,,76,87,
INM00042071,"AMRITSAR, IN",4/10/1990,,,74,87,
INM00042071,"AMRITSAR, IN",4/12/1990,0,,78,93,
INM00042071,"AMRITSAR, IN",4/13/1990,0,,70,93,
INM00042071,"AMRITSAR, IN",4/14/1990,0,,76,88,
INM00042071,"AMRITSAR, IN",4/15/1990,0,,76,88,
INM00042071,"AMRITSAR, IN",4/16/1990,0,,74,87,
INM00042071,"AMRITSAR, IN",4/17/1990,0,,81,97,
INM00042071,"AMRITSAR, IN",4/18/1990,0,,82,97,
INM00042071,"AMRITSAR, IN",4/19/1990,0,,80,96,
INM00042071,"AMRITSAR, IN",4/20/1990,0,,80,,
INM00042071,"AMRITSAR, IN",4/21/1990,0,,82,100,
INM00042071,"AMRITSAR, IN",4/22/1990,0,,85,101,
INM00042071,"AMRITSAR, IN",4/23/1990,0,,80,101,
INM00042071,"AMRITSAR, IN",4/25/1990,0,,85,105,
INM00042071,"AMRITSAR, IN",4/26/1990,0,,87,105,
INM00042071,"AMRITSAR, IN",4/27/1990,0,,88,103,
INM00042071,"AMRITSAR, IN",4/28/1990,0,,87,100,
INM00042071,"AMRITSAR, IN",4/29/1990,,,84,100,
INM00042071,"AMRITSAR, IN",4/30/1990,0,,88,101,
INM00042071,"AMRITSAR, IN",5/1/1990,0,,87,101,
INM00042071,"AMRITSAR, IN",5/2/1990,,,83,97,
INM00042071,"AMRITSAR, IN",5/3/1990,,,85,98,
INM00042071,"AMRITSAR, IN",5/4/1990,0,,86,99,
INM00042071,"AMRITSAR, IN",5/5/1990,0.01,,80,99,
INM00042071,"AMRITSAR, IN",5/6/1990,0,,82,96,67
INM00042071,"AMRITSAR, IN",5/7/1990,0,,86,97,
INM00042071,"AMRITSAR, IN",5/8/1990,0,,87,99,
INM00042071,"AMRITSAR, IN",5/9/1990,0,,88,103,
INM00042071,"AMRITSAR, IN",5/10/1990,,,93,106,
INM00042071,"AMRITSAR, IN",5/11/1990,0,,84,103,
INM00042071,"AMRITSAR, IN",5/12/1990,0,,89,103,
INM00042071,"AMRITSAR, IN",5/13/1990,0,,89,100,
INM00042071,"AMRITSAR, IN",5/14/1990,0,,93,105,
INM00042071,"AMRITSAR, IN",5/16/1990,,,95,106,
INM00042071,"AMRITSAR, IN",5/17/1990,,,91,108,
INM00042071,"AMRITSAR, IN",5/18/1990,0.21,,90,108,
INM00042071,"AMRITSAR, IN",5/19/1990,0,,84,102,
INM00042071,"AMRITSAR, IN",5/20/1990,,,84,101,
INM00042071,"AMRITSAR, IN",5/21/1990,,,86,101,
INM00042071,"AMRITSAR, IN",5/22/1990,0,,87,107,
INM00042071,"AMRITSAR, IN",5/23/1990,0,,92,108,
INM00042071,"AMRITSAR, IN",5/24/1990,0,,87,110,
INM00042071,"AMRITSAR, IN",5/31/1990,,,87,101,
INM00042071,"AMRITSAR, IN",6/1/1990,0,,85,105,
INM00042071,"AMRITSAR, IN",6/3/1990,0,,97,108,
INM00042071,"AMRITSAR, IN",6/4/1990,,,96,108,
INM00042071,"AMRITSAR, IN",6/5/1990,,,91,108,
INM00042071,"AMRITSAR, IN",6/6/1990,0,,94,107,
INM00042071,"AMRITSAR, IN",6/7/1990,0,,94,107,
INM00042071,"AMRITSAR, IN",6/8/1990,,,90,107,
INM00042071,"AMRITSAR, IN",6/9/1990,0,,93,,73
INM00042071,"AMRITSAR, IN",6/10/1990,,,90,107,
INM00042071,"AMRITSAR, IN",6/11/1990,,,88,99,
INM00042071,"AMRITSAR, IN",6/12/1990,,,88,94,73
INM00042071,"AMRITSAR, IN",6/14/1990,0,,88,104,
INM00042071,"AMRITSAR, IN",6/15/1990,0,,91,106,
INM00042071,"AMRITSAR, IN",6/16/1990,,,93,109,
INM00042071,"AMRITSAR, IN",6/17/1990,0,,94,109,
INM00042071,"AMRITSAR, IN",6/18/1990,0,,93,108,
INM00042071,"AMRITSAR, IN",6/19/1990,0,,91,107,
INM00042071,"AMRITSAR, IN",6/21/1990,,,95,105,
INM00042071,"AMRITSAR, IN",6/24/1990,0,,97,105,
INM00042071,"AMRITSAR, IN",6/25/1990,0,,91,105,
INM00042071,"AMRITSAR, IN",6/26/1990,0,,95,106,
INM00042071,"AMRITSAR, IN",6/27/1990,0,,95,,
INM00042071,"AMRITSAR, IN",6/29/1990,0.97,,93,100,
INM00042071,"AMRITSAR, IN",6/30/1990,0,,90,100,
INM00042071,"AMRITSAR, IN",7/1/1990,6.05,,79,98,
INM00042071,"AMRITSAR, IN",7/2/1990,0.26,,86,93,
INM00042071,"AMRITSAR, IN",7/4/1990,0.08,,87,94,
INM00042071,"AMRITSAR, IN",7/5/1990,0.89,,86,95,
INM00042071,"AMRITSAR, IN",7/6/1990,0,,85,95,
INM00042071,"AMRITSAR, IN",7/7/1990,0,,90,,
INM00042071,"AMRITSAR, IN",7/8/1990,0,,87,,
INM00042071,"AMRITSAR, IN",7/9/1990,,,82,98,
INM00042071,"AMRITSAR, IN",7/10/1990,,,76,80,
INM00042071,"AMRITSAR, IN",7/11/1990,,,85,92,
INM00042071,"AMRITSAR, IN",7/12/1990,0,,87,96,77
INM00042071,"AMRITSAR, IN",7/13/1990,0,,90,99,
INM00042071,"AMRITSAR, IN",7/14/1990,0,,92,100,
INM00042071,"AMRITSAR, IN",7/15/1990,0,,88,100,
INM00042071,"AMRITSAR, IN",7/16/1990,,,86,95,
INM00042071,"AMRITSAR, IN",7/18/1990,,,83,87,
INM00042071,"AMRITSAR, IN",7/19/1990,0.63,,83,90,71
INM00042071,"AMRITSAR, IN",7/20/1990,0.03,,84,89,
INM00042071,"AMRITSAR, IN",7/21/1990,0,,83,87,
INM00042071,"AMRITSAR, IN",7/22/1990,0.57,,85,93,
INM00042071,"AMRITSAR, IN",7/23/1990,0,,89,96,
INM00042071,"AMRITSAR, IN",7/24/1990,0,,89,,
INM00042071,"AMRITSAR, IN",7/25/1990,0,,89,96,
INM00042071,"AMRITSAR, IN",7/26/1990,0.02,,86,96,
INM00042071,"AMRITSAR, IN",7/27/1990,0.79,,83,89,
INM00042071,"AMRITSAR, IN",7/28/1990,0.63,,84,91,
INM00042071,"AMRITSAR, IN",7/29/1990,0,,88,95,
INM00042071,"AMRITSAR, IN",7/30/1990,0.02,,88,97,78
INM00042071,"AMRITSAR, IN",7/31/1990,0,,88,97,
INM00042071,"AMRITSAR, IN",8/1/1990,0,,89,95,
INM00042071,"AMRITSAR, IN",8/2/1990,0.2,,80,85,75
INM00042071,"AMRITSAR, IN",8/3/1990,0.11,,89,94,
INM00042071,"AMRITSAR, IN",8/4/1990,0,,86,94,
INM00042071,"AMRITSAR, IN",8/5/1990,,,84,93,
INM00042071,"AMRITSAR, IN",8/6/1990,,,85,92,
INM00042071,"AMRITSAR, IN",8/7/1990,0,,88,96,78
INM00042071,"AMRITSAR, IN",8/9/1990,0.17,,81,90,
INM00042071,"AMRITSAR, IN",8/10/1990,1.45,,83,91,
INM00042071,"AMRITSAR, IN",8/11/1990,0,,88,95,
INM00042071,"AMRITSAR, IN",8/12/1990,0,,88,98,
INM00042071,"AMRITSAR, IN",8/13/1990,,,80,98,
INM00042071,"AMRITSAR, IN",8/14/1990,,,76,82,
INM00042071,"AMRITSAR, IN",8/15/1990,0,,84,92,
INM00042071,"AMRITSAR, IN",8/16/1990,0,,86,94,77
INM00042071,"AMRITSAR, IN",8/17/1990,0,,86,96,
INM00042071,"AMRITSAR, IN",8/18/1990,0,,88,96,
INM00042071,"AMRITSAR, IN",8/19/1990,,,83,97,
INM00042071,"AMRITSAR, IN",8/20/1990,0,,82,94,
INM00042071,"AMRITSAR, IN",8/21/1990,0,,87,96,
INM00042071,"AMRITSAR, IN",8/22/1990,0.13,,87,96,
INM00042071,"AMRITSAR, IN",8/23/1990,0,,85,95,
INM00042071,"AMRITSAR, IN",8/24/1990,0,,88,97,77
INM00042071,"AMRITSAR, IN",8/25/1990,0,,86,95,
INM00042071,"AMRITSAR, IN",8/26/1990,0,,89,98,
INM00042071,"AMRITSAR, IN",8/28/1990,,,83,96,
INM00042071,"AMRITSAR, IN",8/29/1990,2.31,,76,90,
INM00042071,"AMRITSAR, IN",9/1/1990,0,,90,96,79
INM00042071,"AMRITSAR, IN",9/2/1990,0,,89,98,
INM00042071,"AMRITSAR, IN",9/3/1990,,,90,96,
INM00042071,"AMRITSAR, IN",9/4/1990,,,85,96,
INM00042071,"AMRITSAR, IN",9/5/1990,1.2,,79,95,
INM00042071,"AMRITSAR, IN",9/6/1990,0.31,,85,,
INM00042071,"AMRITSAR, IN",9/7/1990,0,,81,91,
INM00042071,"AMRITSAR, IN",9/8/1990,1.51,,74,91,
INM00042071,"AMRITSAR, IN",9/9/1990,0.83,,79,85,72
INM00042071,"AMRITSAR, IN",9/11/1990,0,,80,92,
INM00042071,"AMRITSAR, IN",9/12/1990,0,,88,95,
INM00042071,"AMRITSAR, IN",9/14/1990,0,,85,96,77
INM00042071,"AMRITSAR, IN",9/15/1990,,,86,97,76
INM00042071,"AMRITSAR, IN",9/16/1990,,,91,96,
INM00042071,"AMRITSAR, IN",9/17/1990,,,87,96,
INM00042071,"AMRITSAR, IN",9/19/1990,0,,85,95,
INM00042071,"AMRITSAR, IN",9/20/1990,,,82,94,
INM00042071,"AMRITSAR, IN",9/21/1990,0,,83,95,70
INM00042071,"AMRITSAR, IN",9/22/1990,0,,80,95,
INM00042071,"AMRITSAR, IN",9/23/1990,0.24,,84,92,
INM00042071,"AMRITSAR, IN",9/24/1990,0.05,,83,,
INM00042071,"AMRITSAR, IN",9/26/1990,,,79,90,
INM00042071,"AMRITSAR, IN",9/27/1990,,,82,,
INM00042071,"AMRITSAR, IN",9/28/1990,,,80,90,
INM00042071,"AMRITSAR, IN",9/29/1990,,,77,93,
INM00042071,"AMRITSAR, IN",9/30/1990,0.61,,74,92,
INM00042071,"AMRITSAR, IN",10/1/1990,0,,76,,65
INM00042071,"AMRITSAR, IN",10/2/1990,0,,78,90,
INM00042071,"AMRITSAR, IN",10/3/1990,0,,75,90,
INM00042071,"AMRITSAR, IN",10/4/1990,,,79,92,
INM00042071,"AMRITSAR, IN",10/5/1990,0,,85,92,
INM00042071,"AMRITSAR, IN",10/6/1990,0,,81,93,
INM00042071,"AMRITSAR, IN",10/7/1990,0,,77,92,
INM00042071,"AMRITSAR, IN",10/8/1990,0,,78,93,
INM00042071,"AMRITSAR, IN",10/10/1990,,,79,92,
INM00042071,"AMRITSAR, IN",10/11/1990,,,77,93,
INM00042071,"AMRITSAR, IN",10/12/1990,,,86,93,65
INM00042071,"AMRITSAR, IN",10/13/1990,0,,77,93,
INM00042071,"AMRITSAR, IN",10/14/1990,0,,74,87,
INM00042071,"AMRITSAR, IN",10/15/1990,0,,75,,
INM00042071,"AMRITSAR, IN",10/16/1990,0,,73,90,
INM00042071,"AMRITSAR, IN",10/17/1990,,,73,,
INM00042071,"AMRITSAR, IN",10/18/1990,0,,72,89,
INM00042071,"AMRITSAR, IN",10/19/1990,0,,66,88,
INM00042071,"AMRITSAR, IN",10/20/1990,0,,67,86,
INM00042071,"AMRITSAR, IN",10/21/1990,0,,62,86,
INM00042071,"AMRITSAR, IN",10/22/1990,0,,69,86,
INM00042071,"AMRITSAR, IN",10/23/1990,0,,68,87,
INM00042071,"AMRITSAR, IN",10/24/1990,0,,66,87,
INM00042071,"AMRITSAR, IN",10/25/1990,0,,69,85,
INM00042071,"AMRITSAR, IN",10/26/1990,0,,68,86,49
INM00042071,"AMRITSAR, IN",10/27/1990,,,72,86,51
INM00042071,"AMRITSAR, IN",10/28/1990,,,77,86,
INM00042071,"AMRITSAR, IN",10/29/1990,0,,69,86,
INM00042071,"AMRITSAR, IN",10/30/1990,0,,67,86,53
INM00042071,"AMRITSAR, IN",10/31/1990,0,,69,81,
INM00042071,"AMRITSAR, IN",11/1/1990,,,72,,
INM00042071,"AMRITSAR, IN",11/2/1990,0,,66,84,
INM00042071,"AMRITSAR, IN",11/3/1990,,,71,85,
INM00042071,"AMRITSAR, IN",11/4/1990,,,70,85,
INM00042071,"AMRITSAR, IN",11/5/1990,0,,70,87,
INM00042071,"AMRITSAR, IN",11/6/1990,0,,69,87,52
INM00042071,"AMRITSAR, IN",11/7/1990,0,,63,87,
INM00042071,"AMRITSAR, IN",11/8/1990,0,,69,86,
INM00042071,"AMRITSAR, IN",11/9/1990,0,,66,86,
INM00042071,"AMRITSAR, IN",11/10/1990,0,,68,85,
INM00042071,"AMRITSAR, IN",11/11/1990,0,,70,85,
INM00042071,"AMRITSAR, IN",11/12/1990,0,,65,,
INM00042071,"AMRITSAR, IN",11/13/1990,0,,66,85,49
INM00042071,"AMRITSAR, IN",11/14/1990,,,68,84,50
INM00042071,"AMRITSAR, IN",11/15/1990,0,,70,84,
INM00042071,"AMRITSAR, IN",11/16/1990,0,,64,83,
INM00042071,"AMRITSAR, IN",11/17/1990,0,,63,83,
INM00042071,"AMRITSAR, IN",11/18/1990,0,,66,83,
INM00042071,"AMRITSAR, IN",11/19/1990,,,68,83,
INM00042071,"AMRITSAR, IN",11/20/1990,0,,64,82,
INM00042071,"AMRITSAR, IN",11/21/1990,,,62,82,
INM00042071,"AMRITSAR, IN",11/24/1990,,,67,78,
INM00042071,"AMRITSAR, IN",11/25/1990,0,,61,78,
INM00042071,"AMRITSAR, IN",11/26/1990,0,,51,79,
INM00042071,"AMRITSAR, IN",11/27/1990,0,,54,78,
INM00042071,"AMRITSAR, IN",11/28/1990,0,,56,78,
INM00042071,"AMRITSAR, IN",11/29/1990,0,,57,77,
INM00042071,"AMRITSAR, IN",11/30/1990,0,,54,77,37
INM00042071,"AMRITSAR, IN",12/1/1990,0,,55,77,
INM00042071,"AMRITSAR, IN",12/2/1990,0,,56,78,
INM00042071,"AMRITSAR, IN",12/3/1990,0,,56,78,
INM00042071,"AMRITSAR, IN",12/4/1990,,,57,77,
INM00042071,"AMRITSAR, IN",12/5/1990,,,53,75,
INM00042071,"AMRITSAR, IN",12/6/1990,0,,51,75,
INM00042071,"AMRITSAR, IN",12/8/1990,0,,57,,38
INM00042071,"AMRITSAR, IN",12/9/1990,0,,53,,43
INM00042071,"AMRITSAR, IN",12/10/1990,0,,57,73,
INM00042071,"AMRITSAR, IN",12/11/1990,,,57,74,
INM00042071,"AMRITSAR, IN",12/12/1990,0,,53,75,
INM00042071,"AMRITSAR, IN",12/13/1990,0,,54,75,
INM00042071,"AMRITSAR, IN",12/14/1990,,,54,64,
INM00042071,"AMRITSAR, IN",12/15/1990,0.08,,59,70,
INM00042071,"AMRITSAR, IN",12/16/1990,0.44,,58,70,
INM00042071,"AMRITSAR, IN",12/17/1990,0.02,,51,65,
INM00042071,"AMRITSAR, IN",12/18/1990,0,,50,68,
INM00042071,"AMRITSAR, IN",12/19/1990,0.06,,55,70,37
INM00042071,"AMRITSAR, IN",12/20/1990,0,,55,71,
INM00042071,"AMRITSAR, IN",12/22/1990,0,,50,70,
INM00042071,"AMRITSAR, IN",12/23/1990,0,,57,69,
INM00042071,"AMRITSAR, IN",12/24/1990,0,,56,69,
INM00042071,"AMRITSAR, IN",12/25/1990,0,,56,74,
INM00042071,"AMRITSAR, IN",12/26/1990,,,56,74,
INM00042071,"AMRITSAR, IN",12/28/1990,,,64,,
INM00042071,"AMRITSAR, IN",12/29/1990,0.51,,55,64,
INM00042071,"AMRITSAR, IN",12/30/1990,0.5,,43,64,
INM00042071,"AMRITSAR, IN",12/31/1990,0,,47,64,
INM00042071,"AMRITSAR, IN",1/1/1991,0,,42,58,32
INM00042071,"AMRITSAR, IN",1/2/1991,,,48,,
INM00042071,"AMRITSAR, IN",1/3/1991,0,,45,61,
INM00042071,"AMRITSAR, IN",1/4/1991,0,,47,,38
INM00042071,"AMRITSAR, IN",1/5/1991,0,,47,63,
INM00042071,"AMRITSAR, IN",1/6/1991,0,,51,60,
INM00042071,"AMRITSAR, IN",1/7/1991,,,50,57,
INM00042071,"AMRITSAR, IN",1/8/1991,0,,54,,
INM00042071,"AMRITSAR, IN",1/9/1991,0,,55,68,
INM00042071,"AMRITSAR, IN",1/10/1991,0,,53,69,
INM00042071,"AMRITSAR, IN",1/11/1991,0,,51,66,43
INM00042071,"AMRITSAR, IN",1/12/1991,0,,52,66,
INM00042071,"AMRITSAR, IN",1/13/1991,0,,51,65,
INM00042071,"AMRITSAR, IN",1/14/1991,0,,50,,
INM00042071,"AMRITSAR, IN",1/15/1991,0,,43,61,32
INM00042071,"AMRITSAR, IN",1/16/1991,0,,49,61,
INM00042071,"AMRITSAR, IN",1/17/1991,0,,48,65,
INM00042071,"AMRITSAR, IN",1/18/1991,0,,51,65,
INM00042071,"AMRITSAR, IN",1/19/1991,0,,47,68,34
INM00042071,"AMRITSAR, IN",1/20/1991,0,,49,69,
INM00042071,"AMRITSAR, IN",1/21/1991,0,,45,,35
INM00042071,"AMRITSAR, IN",1/22/1991,0,,53,69,
INM00042071,"AMRITSAR, IN",1/23/1991,0,,51,70,
INM00042071,"AMRITSAR, IN",1/24/1991,,,52,70,36
INM00042071,"AMRITSAR, IN",1/26/1991,,,63,,
INM00042071,"AMRITSAR, IN",1/28/1991,0,,63,80,
INM00042071,"AMRITSAR, IN",1/29/1991,0,,58,74,47
INM00042071,"AMRITSAR, IN",1/30/1991,0,,52,74,
INM00042071,"AMRITSAR, IN",1/31/1991,,,59,73,
INM00042071,"AMRITSAR, IN",2/1/1991,,,59,72,
INM00042071,"AMRITSAR, IN",2/2/1991,0,,64,72,
INM00042071,"AMRITSAR, IN",2/3/1991,0,,58,72,
INM00042071,"AMRITSAR, IN",2/4/1991,0,,55,73,
INM00042071,"AMRITSAR, IN",2/5/1991,,,58,,
INM00042071,"AMRITSAR, IN",2/6/1991,0,,54,67,
INM00042071,"AMRITSAR, IN",2/7/1991,0.08,,56,69,
INM00042071,"AMRITSAR, IN",2/8/1991,0,,57,74,
INM00042071,"AMRITSAR, IN",2/9/1991,0,,61,74,
INM00042071,"AMRITSAR, IN",2/10/1991,0.04,,65,73,
INM00042071,"AMRITSAR, IN",2/11/1991,0.63,,58,77,
INM00042071,"AMRITSAR, IN",2/12/1991,0,,60,68,
INM00042071,"AMRITSAR, IN",2/13/1991,0,,53,68,
INM00042071,"AMRITSAR, IN",2/14/1991,0,,54,71,
INM00042071,"AMRITSAR, IN",2/15/1991,0,,56,71,
INM00042071,"AMRITSAR, IN",2/16/1991,0,,52,68,
INM00042071,"AMRITSAR, IN",2/17/1991,0,,50,66,
INM00042071,"AMRITSAR, IN",2/18/1991,0,,53,69,
INM00042071,"AMRITSAR, IN",2/19/1991,0,,57,72,
INM00042071,"AMRITSAR, IN",2/20/1991,,,62,75,
INM00042071,"AMRITSAR, IN",2/22/1991,0,,65,76,
INM00042071,"AMRITSAR, IN",2/23/1991,0,,59,76,
INM00042071,"AMRITSAR, IN",2/25/1991,0.16,,63,76,
INM00042071,"AMRITSAR, IN",2/27/1991,0.03,,59,72,
INM00042071,"AMRITSAR, IN",2/28/1991,0,,62,73,
INM00042071,"AMRITSAR, IN",3/1/1991,,,58,75,41
INM00042071,"AMRITSAR, IN",3/2/1991,,,56,75,
INM00042071,"AMRITSAR, IN",3/3/1991,,,54,62,
INM00042071,"AMRITSAR, IN",3/4/1991,0.08,,60,71,
INM00042071,"AMRITSAR, IN",3/6/1991,0,,55,74,
INM00042071,"AMRITSAR, IN",3/7/1991,,,60,74,
INM00042071,"AMRITSAR, IN",3/8/1991,0.05,,64,77,
INM00042071,"AMRITSAR, IN",3/9/1991,0.01,,69,81,
INM00042071,"AMRITSAR, IN",3/10/1991,0,,67,82,
INM00042071,"AMRITSAR, IN",3/11/1991,0,,68,83,49
INM00042071,"AMRITSAR, IN",3/12/1991,,,67,84,
INM00042071,"AMRITSAR, IN",3/14/1991,0.26,,65,78,
INM00042071,"AMRITSAR, IN",3/15/1991,0,,65,82,
INM00042071,"AMRITSAR, IN",3/16/1991,0,,66,83,47
INM00042071,"AMRITSAR, IN",3/17/1991,0,,68,83,
INM00042071,"AMRITSAR, IN",3/18/1991,,,63,83,
INM00042071,"AMRITSAR, IN",3/19/1991,0,,65,78,
INM00042071,"AMRITSAR, IN",3/20/1991,0,,64,82,
INM00042071,"AMRITSAR, IN",3/21/1991,0,,66,82,
INM00042071,"AMRITSAR, IN",3/22/1991,0,,66,,
INM00042071,"AMRITSAR, IN",3/23/1991,0.07,,64,77,
INM00042071,"AMRITSAR, IN",3/25/1991,0,,61,,
INM00042071,"AMRITSAR, IN",3/26/1991,,,62,81,
INM00042071,"AMRITSAR, IN",3/27/1991,0,,71,87,
INM00042071,"AMRITSAR, IN",3/28/1991,0,,77,,
INM00042071,"AMRITSAR, IN",3/29/1991,0,,78,94,
INM00042071,"AMRITSAR, IN",3/30/1991,0,,79,94,
INM00042071,"AMRITSAR, IN",3/31/1991,0,,80,93,
INM00042071,"AMRITSAR, IN",4/1/1991,0,,76,93,
INM00042071,"AMRITSAR, IN",4/2/1991,,,76,90,
INM00042071,"AMRITSAR, IN",4/3/1991,0,,71,84,60
INM00042071,"AMRITSAR, IN",4/4/1991,0,,74,88,55
INM00042071,"AMRITSAR, IN",4/5/1991,,,75,91,58
INM00042071,"AMRITSAR, IN",4/6/1991,,,71,90,
INM00042071,"AMRITSAR, IN",4/8/1991,,,66,85,
INM00042071,"AMRITSAR, IN",4/9/1991,0.08,,67,82,
INM00042071,"AMRITSAR, IN",4/10/1991,0,,71,83,
