STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
INM00042071,"AMRITSAR, IN",3/12/1993,0.14,,65,76,
INM00042071,"AMRITSAR, IN",3/16/1993,0,,64,77,
INM00042071,"AMRITSAR, IN",3/17/1993,0,,62,78,
INM00042071,"AMRITSAR, IN",3/18/1993,,,60,78,
INM00042071,"AMRITSAR, IN",3/19/1993,,,61,78,
INM00042071,"AMRITSAR, IN",3/22/1993,,,62,,
INM00042071,"AMRITSAR, IN",3/24/1993,0.21,,65,78,
INM00042071,"AMRITSAR, IN",3/25/1993,0,,59,77,
INM00042071,"AMRITSAR, IN",3/26/1993,,,58,74,
INM00042071,"AMRITSAR, IN",3/27/1993,0,,56,74,
INM00042071,"AMRITSAR, IN",3/30/1993,0,,67,83,48
INM00042071,"AMRITSAR, IN",3/31/1993,0,,64,83,
INM00042071,"AMRITSAR, IN",4/1/1993,0,,69,83,
INM00042071,"AMRITSAR, IN",4/2/1993,0,,64,83,
INM00042071,"AMRITSAR, IN",4/3/1993,0,,66,83,
INM00042071,"AMRITSAR, IN",4/4/1993,0,,71,87,
INM00042071,"AMRITSAR, IN",4/5/1993,,,71,89,
INM00042071,"AMRITSAR, IN",4/6/1993,0,,74,91,
INM00042071,"AMRITSAR, IN",4/7/1993,0,,75,91,
INM00042071,"AMRITSAR, IN",4/8/1993,0,,72,91,
INM00042071,"AMRITSAR, IN",4/9/1993,,,81,92,
INM00042071,"AMRITSAR, IN",4/10/1993,0,,77,94,
INM00042071,"AMRITSAR, IN",4/11/1993,0.05,,76,94,
INM00042071,"AMRITSAR, IN",4/12/1993,0,,76,92,
INM00042071,"AMRITSAR, IN",4/14/1993,,,70,77,
INM00042071,"AMRITSAR, IN",4/15/1993,,,67,77,
INM00042071,"AMRITSAR, IN",4/16/1993,,,70,80,
INM00042071,"AMRITSAR, IN",4/17/1993,0,,77,92,
INM00042071,"AMRITSAR, IN",4/19/1993,,,75,95,
INM00042071,"AMRITSAR, IN",4/23/1993,0,,82,101,
INM00042071,"AMRITSAR, IN",4/27/1993,0,,86,107,
INM00042071,"AMRITSAR, IN",5/1/1993,0,,89,110,
INM00042071,"AMRITSAR, IN",5/2/1993,0,,93,110,
INM00042071,"AMRITSAR, IN",5/3/1993,1.98,,94,110,
INM00042071,"AMRITSAR, IN",5/4/1993,0,,85,110,
INM00042071,"AMRITSAR, IN",5/5/1993,0,,91,112,69
INM00042071,"AMRITSAR, IN",5/7/1993,0,,99,113,
INM00042071,"AMRITSAR, IN",5/8/1993,,,87,105,
INM00042071,"AMRITSAR, IN",5/9/1993,0,,85,99,
INM00042071,"AMRITSAR, IN",5/10/1993,0,,80,99,
INM00042071,"AMRITSAR, IN",5/11/1993,0,,81,97,
INM00042071,"AMRITSAR, IN",5/12/1993,0,,84,101,
INM00042071,"AMRITSAR, IN",5/13/1993,,,85,101,
INM00042071,"AMRITSAR, IN",5/14/1993,0,,87,104,
INM00042071,"AMRITSAR, IN",5/15/1993,0,,87,,73
INM00042071,"AMRITSAR, IN",5/16/1993,0,,87,105,
INM00042071,"AMRITSAR, IN",5/17/1993,0.39,,76,105,
INM00042071,"AMRITSAR, IN",5/18/1993,0,,80,93,
INM00042071,"AMRITSAR, IN",5/19/1993,0,,88,100,
INM00042071,"AMRITSAR, IN",5/20/1993,0,,87,103,
INM00042071,"AMRITSAR, IN",5/21/1993,0,,92,106,
INM00042071,"AMRITSAR, IN",5/22/1993,0,,95,108,
INM00042071,"AMRITSAR, IN",5/28/1993,,,95,105,
INM00042071,"AMRITSAR, IN",6/1/1993,0,,87,100,69
INM00042071,"AMRITSAR, IN",6/2/1993,0,,91,103,
INM00042071,"AMRITSAR, IN",6/3/1993,0,,89,104,
INM00042071,"AMRITSAR, IN",6/4/1993,,,95,,75
INM00042071,"AMRITSAR, IN",6/5/1993,0,,97,109,
INM00042071,"AMRITSAR, IN",6/6/1993,0,,101,112,
INM00042071,"AMRITSAR, IN",6/7/1993,0,,97,113,
INM00042071,"AMRITSAR, IN",6/8/1993,0,,93,113,
INM00042071,"AMRITSAR, IN",6/9/1993,0,,94,110,
INM00042071,"AMRITSAR, IN",6/10/1993,0,,93,109,
INM00042071,"AMRITSAR, IN",6/11/1993,0,,94,109,
INM00042071,"AMRITSAR, IN",6/12/1993,,,100,111,
INM00042071,"AMRITSAR, IN",6/13/1993,0,,94,111,
INM00042071,"AMRITSAR, IN",6/14/1993,,,88,108,
INM00042071,"AMRITSAR, IN",6/16/1993,0,,91,96,
INM00042071,"AMRITSAR, IN",6/17/1993,,,86,100,
INM00042071,"AMRITSAR, IN",6/18/1993,0,,87,94,
INM00042071,"AMRITSAR, IN",6/21/1993,0,,96,105,
INM00042071,"AMRITSAR, IN",6/22/1993,0,,97,106,
INM00042071,"AMRITSAR, IN",6/23/1993,,,96,108,
INM00042071,"AMRITSAR, IN",6/24/1993,0.29,,79,108,72
INM00042071,"AMRITSAR, IN",6/25/1993,0.07,,87,96,
INM00042071,"AMRITSAR, IN",6/28/1993,0,,91,104,
INM00042071,"AMRITSAR, IN",6/29/1993,0,,92,104,
INM00042071,"AMRITSAR, IN",6/30/1993,0,,91,105,
INM00042071,"AMRITSAR, IN",7/1/1993,,,85,105,
INM00042071,"AMRITSAR, IN",7/2/1993,0,,93,101,
INM00042071,"AMRITSAR, IN",7/3/1993,0,,91,101,
INM00042071,"AMRITSAR, IN",7/4/1993,0,,89,101,
INM00042071,"AMRITSAR, IN",7/5/1993,0,,89,100,
INM00042071,"AMRITSAR, IN",7/6/1993,0,,94,104,
INM00042071,"AMRITSAR, IN",7/7/1993,,,87,,
INM00042071,"AMRITSAR, IN",7/8/1993,5.74,,80,105,
INM00042071,"AMRITSAR, IN",7/9/1993,1.59,,76,85,
INM00042071,"AMRITSAR, IN",7/14/1993,0,,92,98,
INM00042071,"AMRITSAR, IN",7/15/1993,0,,89,95,
INM00042071,"AMRITSAR, IN",7/16/1993,1.61,,79,95,
INM00042071,"AMRITSAR, IN",7/17/1993,0.43,,80,85,
INM00042071,"AMRITSAR, IN",7/18/1993,0.46,,82,,
INM00042071,"AMRITSAR, IN",7/19/1993,0,,87,92,
INM00042071,"AMRITSAR, IN",7/20/1993,,,89,96,
INM00042071,"AMRITSAR, IN",7/21/1993,,,84,96,
INM00042071,"AMRITSAR, IN",7/22/1993,,,80,85,
INM00042071,"AMRITSAR, IN",7/23/1993,1.69,,77,85,
INM00042071,"AMRITSAR, IN",7/24/1993,0,,79,88,
INM00042071,"AMRITSAR, IN",7/25/1993,1.5,,82,90,
INM00042071,"AMRITSAR, IN",7/26/1993,0,,80,90,
INM00042071,"AMRITSAR, IN",7/27/1993,0,,84,96,73
INM00042071,"AMRITSAR, IN",7/28/1993,0,,88,97,
INM00042071,"AMRITSAR, IN",7/29/1993,0,,88,97,
INM00042071,"AMRITSAR, IN",7/30/1993,0,,91,99,
INM00042071,"AMRITSAR, IN",7/31/1993,0,,89,100,76
INM00042071,"AMRITSAR, IN",8/1/1993,0,,89,100,
INM00042071,"AMRITSAR, IN",8/2/1993,,,83,101,
INM00042071,"AMRITSAR, IN",8/3/1993,,,87,99,
INM00042071,"AMRITSAR, IN",8/4/1993,,,87,99,
INM00042071,"AMRITSAR, IN",8/5/1993,0,,86,99,
INM00042071,"AMRITSAR, IN",8/6/1993,0.46,,84,97,
INM00042071,"AMRITSAR, IN",8/7/1993,0,,87,93,
INM00042071,"AMRITSAR, IN",8/8/1993,0,,90,99,
INM00042071,"AMRITSAR, IN",8/9/1993,0,,88,99,
INM00042071,"AMRITSAR, IN",8/10/1993,,,89,98,
INM00042071,"AMRITSAR, IN",8/14/1993,,,98,101,
INM00042071,"AMRITSAR, IN",8/15/1993,,,91,101,
INM00042071,"AMRITSAR, IN",8/18/1993,0,,88,101,
INM00042071,"AMRITSAR, IN",8/19/1993,0,,89,102,
INM00042071,"AMRITSAR, IN",8/20/1993,0,,90,102,
INM00042071,"AMRITSAR, IN",8/21/1993,0,,90,101,
INM00042071,"AMRITSAR, IN",8/22/1993,0,,91,102,
INM00042071,"AMRITSAR, IN",8/23/1993,0,,89,102,
INM00042071,"AMRITSAR, IN",8/24/1993,0,,88,99,
INM00042071,"AMRITSAR, IN",8/25/1993,0,,88,99,77
INM00042071,"AMRITSAR, IN",8/26/1993,0,,88,99,
INM00042071,"AMRITSAR, IN",8/27/1993,0,,90,100,
INM00042071,"AMRITSAR, IN",8/28/1993,0,,87,101,
INM00042071,"AMRITSAR, IN",8/29/1993,0,,86,,
INM00042071,"AMRITSAR, IN",8/30/1993,0,,89,100,
INM00042071,"AMRITSAR, IN",8/31/1993,,,89,100,
INM00042071,"AMRITSAR, IN",9/1/1993,1.39,,80,85,71
INM00042071,"AMRITSAR, IN",9/2/1993,0.02,,81,89,
INM00042071,"AMRITSAR, IN",9/3/1993,0,,80,90,
INM00042071,"AMRITSAR, IN",9/4/1993,,,83,93,
INM00042071,"AMRITSAR, IN",9/5/1993,0.13,,81,93,
INM00042071,"AMRITSAR, IN",9/6/1993,0.04,,81,90,
INM00042071,"AMRITSAR, IN",9/7/1993,0.15,,80,89,
INM00042071,"AMRITSAR, IN",9/8/1993,0,,80,90,
INM00042071,"AMRITSAR, IN",9/9/1993,0.02,,82,94,
INM00042071,"AMRITSAR, IN",9/10/1993,0.2,,81,94,
INM00042071,"AMRITSAR, IN",9/11/1993,0.08,,81,89,
INM00042071,"AMRITSAR, IN",9/12/1993,0.11,,81,91,
INM00042071,"AMRITSAR, IN",9/13/1993,0.5,,74,91,
INM00042071,"AMRITSAR, IN",9/14/1993,0.04,,80,90,
INM00042071,"AMRITSAR, IN",9/15/1993,0,,79,,
INM00042071,"AMRITSAR, IN",9/16/1993,,,87,96,
INM00042071,"AMRITSAR, IN",9/22/1993,,,83,97,75
INM00042071,"AMRITSAR, IN",9/23/1993,0,,82,97,
INM00042071,"AMRITSAR, IN",9/29/1993,0,,81,96,
INM00042071,"AMRITSAR, IN",9/30/1993,0,,78,96,
INM00042071,"AMRITSAR, IN",10/1/1993,0,,81,96,
INM00042071,"AMRITSAR, IN",10/2/1993,0,,83,97,
INM00042071,"AMRITSAR, IN",10/3/1993,2.36,,83,97,
INM00042071,"AMRITSAR, IN",10/4/1993,0,,81,97,
INM00042071,"AMRITSAR, IN",10/5/1993,0,,81,97,
INM00042071,"AMRITSAR, IN",10/6/1993,0,,86,98,
INM00042071,"AMRITSAR, IN",10/7/1993,0,,80,98,
INM00042071,"AMRITSAR, IN",10/8/1993,0,,75,97,
INM00042071,"AMRITSAR, IN",10/9/1993,0,,75,97,
INM00042071,"AMRITSAR, IN",10/10/1993,0,,81,96,
INM00042071,"AMRITSAR, IN",10/11/1993,0,,76,96,
INM00042071,"AMRITSAR, IN",10/12/1993,,,78,94,
INM00042071,"AMRITSAR, IN",10/14/1993,0,,72,94,
INM00042071,"AMRITSAR, IN",10/15/1993,0,,71,94,
INM00042071,"AMRITSAR, IN",10/16/1993,0,,73,93,
INM00042071,"AMRITSAR, IN",10/17/1993,0,,73,93,
INM00042071,"AMRITSAR, IN",10/18/1993,0,,76,92,
INM00042071,"AMRITSAR, IN",10/19/1993,0,,71,91,
INM00042071,"AMRITSAR, IN",10/20/1993,0,,72,91,
INM00042071,"AMRITSAR, IN",10/21/1993,0,,69,89,
INM00042071,"AMRITSAR, IN",10/22/1993,0,,66,89,
INM00042071,"AMRITSAR, IN",10/23/1993,0,,67,87,
INM00042071,"AMRITSAR, IN",10/24/1993,0,,67,88,
INM00042071,"AMRITSAR, IN",10/25/1993,0,,74,88,
INM00042071,"AMRITSAR, IN",10/26/1993,0,,69,88,
INM00042071,"AMRITSAR, IN",10/27/1993,0,,68,88,
INM00042071,"AMRITSAR, IN",10/28/1993,,,70,88,
INM00042071,"AMRITSAR, IN",10/29/1993,,,68,88,
INM00042071,"AMRITSAR, IN",10/30/1993,,,70,,
INM00042071,"AMRITSAR, IN",10/31/1993,0,,67,87,
INM00042071,"AMRITSAR, IN",11/1/1993,0,,66,86,
INM00042071,"AMRITSAR, IN",11/2/1993,0,,72,86,
INM00042071,"AMRITSAR, IN",11/3/1993,0,,65,,
INM00042071,"AMRITSAR, IN",11/4/1993,0,,69,87,
INM00042071,"AMRITSAR, IN",11/5/1993,0,,70,84,
INM00042071,"AMRITSAR, IN",11/6/1993,0,,73,85,
INM00042071,"AMRITSAR, IN",11/7/1993,0,,73,86,
INM00042071,"AMRITSAR, IN",11/8/1993,0.08,,69,86,
INM00042071,"AMRITSAR, IN",11/9/1993,0,,66,84,
INM00042071,"AMRITSAR, IN",11/10/1993,0,,65,84,
INM00042071,"AMRITSAR, IN",11/11/1993,0,,64,84,
INM00042071,"AMRITSAR, IN",11/12/1993,0,,62,85,
INM00042071,"AMRITSAR, IN",11/13/1993,0,,60,85,
INM00042071,"AMRITSAR, IN",11/14/1993,0,,65,85,
INM00042071,"AMRITSAR, IN",11/15/1993,,,61,79,
INM00042071,"AMRITSAR, IN",11/16/1993,0,,63,81,
INM00042071,"AMRITSAR, IN",11/17/1993,0,,64,82,
INM00042071,"AMRITSAR, IN",11/18/1993,0,,62,85,
INM00042071,"AMRITSAR, IN",11/19/1993,,,66,83,
INM00042071,"AMRITSAR, IN",11/20/1993,0,,58,83,
INM00042071,"AMRITSAR, IN",11/21/1993,0,,65,82,
INM00042071,"AMRITSAR, IN",11/22/1993,0,,59,82,
INM00042071,"AMRITSAR, IN",11/23/1993,,,65,79,
INM00042071,"AMRITSAR, IN",11/24/1993,,,62,81,
INM00042071,"AMRITSAR, IN",11/25/1993,,,64,81,
INM00042071,"AMRITSAR, IN",11/27/1993,0,,57,81,
INM00042071,"AMRITSAR, IN",11/28/1993,0,,59,80,
INM00042071,"AMRITSAR, IN",11/29/1993,0,,59,,
INM00042071,"AMRITSAR, IN",11/30/1993,0,,60,80,
INM00042071,"AMRITSAR, IN",12/1/1993,0,,60,80,
INM00042071,"AMRITSAR, IN",12/2/1993,0,,60,80,
INM00042071,"AMRITSAR, IN",12/3/1993,0,,55,,
INM00042071,"AMRITSAR, IN",12/4/1993,0,,61,81,
INM00042071,"AMRITSAR, IN",12/5/1993,,,62,81,
INM00042071,"AMRITSAR, IN",12/6/1993,,,59,81,
INM00042071,"AMRITSAR, IN",12/7/1993,0,,64,81,
INM00042071,"AMRITSAR, IN",12/8/1993,0,,59,81,
INM00042071,"AMRITSAR, IN",12/9/1993,,,51,78,
INM00042071,"AMRITSAR, IN",12/10/1993,0,,55,76,40
INM00042071,"AMRITSAR, IN",12/11/1993,0,,56,74,39
INM00042071,"AMRITSAR, IN",12/12/1993,0,,55,74,
INM00042071,"AMRITSAR, IN",12/13/1993,0,,58,74,
INM00042071,"AMRITSAR, IN",12/14/1993,0,,50,74,
INM00042071,"AMRITSAR, IN",12/15/1993,0,,53,74,
INM00042071,"AMRITSAR, IN",12/16/1993,0,,51,74,
INM00042071,"AMRITSAR, IN",12/17/1993,0,,52,70,
INM00042071,"AMRITSAR, IN",12/18/1993,0,,48,70,
INM00042071,"AMRITSAR, IN",12/20/1993,0,,43,71,31
INM00042071,"AMRITSAR, IN",12/21/1993,0,,51,71,33
INM00042071,"AMRITSAR, IN",12/22/1993,0,,49,71,
INM00042071,"AMRITSAR, IN",12/23/1993,0,,46,70,
INM00042071,"AMRITSAR, IN",12/24/1993,0,,51,69,
INM00042071,"AMRITSAR, IN",12/25/1993,,,51,69,
INM00042071,"AMRITSAR, IN",12/26/1993,0,,50,71,
INM00042071,"AMRITSAR, IN",12/27/1993,0,,51,71,
INM00042071,"AMRITSAR, IN",12/28/1993,0,,53,73,
INM00042071,"AMRITSAR, IN",12/29/1993,,,56,70,
INM00042071,"AMRITSAR, IN",12/30/1993,0,,55,74,
INM00042071,"AMRITSAR, IN",12/31/1993,0,,55,72,
INM00042071,"AMRITSAR, IN",1/1/1994,0,,56,72,
INM00042071,"AMRITSAR, IN",1/2/1994,0,,58,75,
INM00042071,"AMRITSAR, IN",1/3/1994,0,,60,,
INM00042071,"AMRITSAR, IN",1/4/1994,0,,55,72,
INM00042071,"AMRITSAR, IN",1/5/1994,0,,52,72,
INM00042071,"AMRITSAR, IN",1/6/1994,0,,56,74,36
INM00042071,"AMRITSAR, IN",1/7/1994,0,,56,75,
INM00042071,"AMRITSAR, IN",1/8/1994,0,,61,73,
INM00042071,"AMRITSAR, IN",1/9/1994,0,,50,73,
INM00042071,"AMRITSAR, IN",1/10/1994,,,56,66,
INM00042071,"AMRITSAR, IN",1/11/1994,0,,54,66,
INM00042071,"AMRITSAR, IN",1/12/1994,0.83,,56,65,
INM00042071,"AMRITSAR, IN",1/13/1994,0,,60,65,
INM00042071,"AMRITSAR, IN",1/14/1994,0,,56,65,
INM00042071,"AMRITSAR, IN",1/15/1994,0,,50,65,
INM00042071,"AMRITSAR, IN",1/16/1994,0,,51,,
INM00042071,"AMRITSAR, IN",1/17/1994,,,49,54,38
INM00042071,"AMRITSAR, IN",1/18/1994,0,,56,66,
INM00042071,"AMRITSAR, IN",1/19/1994,,,58,67,
INM00042071,"AMRITSAR, IN",1/20/1994,0.04,,55,67,
INM00042071,"AMRITSAR, IN",1/21/1994,0,,50,68,37
INM00042071,"AMRITSAR, IN",1/22/1994,0,,51,68,
INM00042071,"AMRITSAR, IN",1/23/1994,0,,54,68,
INM00042071,"AMRITSAR, IN",1/24/1994,0,,53,70,37
INM00042071,"AMRITSAR, IN",1/25/1994,,,60,67,
INM00042071,"AMRITSAR, IN",1/27/1994,0,,63,71,
INM00042071,"AMRITSAR, IN",1/28/1994,,,58,71,
INM00042071,"AMRITSAR, IN",1/29/1994,0.2,,54,71,
INM00042071,"AMRITSAR, IN",1/30/1994,0,,54,71,
INM00042071,"AMRITSAR, IN",1/31/1994,0,,53,71,37
INM00042071,"AMRITSAR, IN",2/1/1994,,,52,,
INM00042071,"AMRITSAR, IN",2/2/1994,0,,55,71,
INM00042071,"AMRITSAR, IN",2/3/1994,0,,57,73,40
INM00042071,"AMRITSAR, IN",2/4/1994,0,,57,71,
INM00042071,"AMRITSAR, IN",2/5/1994,0,,57,70,
INM00042071,"AMRITSAR, IN",2/6/1994,,,56,70,
INM00042071,"AMRITSAR, IN",2/7/1994,,,57,70,
INM00042071,"AMRITSAR, IN",2/8/1994,0.17,,60,70,
INM00042071,"AMRITSAR, IN",2/9/1994,0,,54,70,
INM00042071,"AMRITSAR, IN",2/10/1994,,,57,70,
INM00042071,"AMRITSAR, IN",2/11/1994,,,58,70,
INM00042071,"AMRITSAR, IN",2/12/1994,0,,59,72,
INM00042071,"AMRITSAR, IN",2/13/1994,,,53,68,41
INM00042071,"AMRITSAR, IN",2/14/1994,0.41,,55,71,
INM00042071,"AMRITSAR, IN",2/15/1994,0,,53,,
INM00042071,"AMRITSAR, IN",2/16/1994,0.02,,55,71,
INM00042071,"AMRITSAR, IN",2/17/1994,0,,60,73,
INM00042071,"AMRITSAR, IN",2/18/1994,0,,58,75,
INM00042071,"AMRITSAR, IN",2/19/1994,0,,61,75,
INM00042071,"AMRITSAR, IN",2/20/1994,,,57,75,
INM00042071,"AMRITSAR, IN",2/21/1994,0.15,,56,62,
INM00042071,"AMRITSAR, IN",2/22/1994,0.15,,55,67,
INM00042071,"AMRITSAR, IN",2/23/1994,0,,60,71,
INM00042071,"AMRITSAR, IN",2/24/1994,0,,60,74,
INM00042071,"AMRITSAR, IN",2/25/1994,0,,63,76,
INM00042071,"AMRITSAR, IN",2/26/1994,,,65,77,
INM00042071,"AMRITSAR, IN",2/27/1994,0.02,,57,77,
INM00042071,"AMRITSAR, IN",2/28/1994,0,,59,77,
INM00042071,"AMRITSAR, IN",3/1/1994,,,55,77,
INM00042071,"AMRITSAR, IN",3/2/1994,0,,64,81,
INM00042071,"AMRITSAR, IN",3/3/1994,,,67,81,
INM00042071,"AMRITSAR, IN",3/6/1994,0,,62,81,
INM00042071,"AMRITSAR, IN",3/7/1994,0,,68,83,
INM00042071,"AMRITSAR, IN",3/8/1994,0,,68,91,
INM00042071,"AMRITSAR, IN",3/9/1994,,,62,84,
INM00042071,"AMRITSAR, IN",3/10/1994,0,,63,85,
INM00042071,"AMRITSAR, IN",3/11/1994,,,71,85,
INM00042071,"AMRITSAR, IN",3/12/1994,0,,65,84,
INM00042071,"AMRITSAR, IN",3/13/1994,0,,68,84,
INM00042071,"AMRITSAR, IN",3/14/1994,0,,70,87,
INM00042071,"AMRITSAR, IN",3/15/1994,0,,69,82,58
INM00042071,"AMRITSAR, IN",3/16/1994,0,,71,85,
INM00042071,"AMRITSAR, IN",3/17/1994,0,,73,,
INM00042071,"AMRITSAR, IN",3/18/1994,0,,74,92,
INM00042071,"AMRITSAR, IN",3/19/1994,0,,66,,
INM00042071,"AMRITSAR, IN",3/20/1994,0.19,,65,76,
INM00042071,"AMRITSAR, IN",3/21/1994,0.24,,69,84,
INM00042071,"AMRITSAR, IN",3/22/1994,0,,70,86,54
INM00042071,"AMRITSAR, IN",3/23/1994,0,,71,89,
INM00042071,"AMRITSAR, IN",3/24/1994,0,,73,89,
INM00042071,"AMRITSAR, IN",3/25/1994,0,,74,90,
INM00042071,"AMRITSAR, IN",3/26/1994,0,,69,90,
INM00042071,"AMRITSAR, IN",3/27/1994,0,,74,89,
INM00042071,"AMRITSAR, IN",3/28/1994,0,,67,89,
INM00042071,"AMRITSAR, IN",3/29/1994,0,,76,90,
INM00042071,"AMRITSAR, IN",3/30/1994,0,,77,,
INM00042071,"AMRITSAR, IN",3/31/1994,0,,76,91,
INM00042071,"AMRITSAR, IN",4/1/1994,0,,74,,
INM00042071,"AMRITSAR, IN",4/2/1994,0,,79,92,
INM00042071,"AMRITSAR, IN",4/3/1994,0,,73,92,
INM00042071,"AMRITSAR, IN",4/4/1994,,,66,75,
INM00042071,"AMRITSAR, IN",4/5/1994,,,73,84,
INM00042071,"AMRITSAR, IN",4/6/1994,0,,67,80,
INM00042071,"AMRITSAR, IN",4/7/1994,0,,65,79,38
INM00042071,"AMRITSAR, IN",4/8/1994,0,,65,,
INM00042071,"AMRITSAR, IN",4/9/1994,0,,68,90,
INM00042071,"AMRITSAR, IN",4/10/1994,2.36,,75,93,
INM00042071,"AMRITSAR, IN",4/11/1994,0,,75,94,
INM00042071,"AMRITSAR, IN",4/12/1994,0,,73,94,
INM00042071,"AMRITSAR, IN",4/13/1994,0,,76,88,
INM00042071,"AMRITSAR, IN",4/14/1994,0,,68,88,
INM00042071,"AMRITSAR, IN",4/15/1994,0.08,,75,87,
INM00042071,"AMRITSAR, IN",4/16/1994,0,,74,88,
INM00042071,"AMRITSAR, IN",4/17/1994,0,,75,91,
INM00042071,"AMRITSAR, IN",4/18/1994,0,,76,95,
INM00042071,"AMRITSAR, IN",4/19/1994,0,,83,95,
INM00042071,"AMRITSAR, IN",4/20/1994,,,73,95,
INM00042071,"AMRITSAR, IN",4/21/1994,0,,77,94,
INM00042071,"AMRITSAR, IN",4/22/1994,0,,78,94,
INM00042071,"AMRITSAR, IN",4/23/1994,0.21,,70,92,
INM00042071,"AMRITSAR, IN",4/24/1994,0,,77,91,
INM00042071,"AMRITSAR, IN",4/25/1994,0,,79,97,
INM00042071,"AMRITSAR, IN",4/26/1994,0,,83,100,
INM00042071,"AMRITSAR, IN",4/27/1994,0,,84,102,
INM00042071,"AMRITSAR, IN",4/28/1994,0,,88,104,
INM00042071,"AMRITSAR, IN",4/29/1994,0,,84,104,
INM00042071,"AMRITSAR, IN",4/30/1994,0,,84,,68
INM00042071,"AMRITSAR, IN",5/1/1994,0,,88,99,
INM00042071,"AMRITSAR, IN",5/2/1994,0,,88,104,
INM00042071,"AMRITSAR, IN",5/3/1994,0,,84,104,
INM00042071,"AMRITSAR, IN",5/4/1994,1.18,,89,103,
INM00042071,"AMRITSAR, IN",5/5/1994,0,,87,104,
INM00042071,"AMRITSAR, IN",5/6/1994,0,,90,105,
INM00042071,"AMRITSAR, IN",5/7/1994,0,,87,105,
INM00042071,"AMRITSAR, IN",5/8/1994,0.18,,79,104,
INM00042071,"AMRITSAR, IN",5/9/1994,0.31,,81,,
INM00042071,"AMRITSAR, IN",5/11/1994,0,,89,97,
INM00042071,"AMRITSAR, IN",5/12/1994,,,79,97,
INM00042071,"AMRITSAR, IN",5/13/1994,0.13,,77,95,
INM00042071,"AMRITSAR, IN",5/14/1994,0,,81,92,
INM00042071,"AMRITSAR, IN",5/15/1994,0,,85,97,
INM00042071,"AMRITSAR, IN",5/16/1994,0,,86,102,
INM00042071,"AMRITSAR, IN",5/17/1994,0,,89,104,
INM00042071,"AMRITSAR, IN",5/18/1994,0,,90,106,
INM00042071,"AMRITSAR, IN",5/19/1994,0,,92,107,
INM00042071,"AMRITSAR, IN",5/20/1994,0,,95,107,
INM00042071,"AMRITSAR, IN",5/21/1994,,,87,107,
INM00042071,"AMRITSAR, IN",5/23/1994,,,92,111,
INM00042071,"AMRITSAR, IN",5/24/1994,0.02,,95,111,
INM00042071,"AMRITSAR, IN",5/25/1994,0.65,,85,104,
INM00042071,"AMRITSAR, IN",5/26/1994,0,,86,106,
INM00042071,"AMRITSAR, IN",5/27/1994,0,,90,109,
INM00042071,"AMRITSAR, IN",5/28/1994,0,,96,109,
INM00042071,"AMRITSAR, IN",5/29/1994,0,,92,111,
INM00042071,"AMRITSAR, IN",5/30/1994,0,,92,113,
INM00042071,"AMRITSAR, IN",5/31/1994,0,,90,113,
INM00042071,"AMRITSAR, IN",6/1/1994,0,,93,111,
INM00042071,"AMRITSAR, IN",6/2/1994,0,,96,110,
INM00042071,"AMRITSAR, IN",6/3/1994,0,,89,110,
INM00042071,"AMRITSAR, IN",6/4/1994,0,,92,107,
INM00042071,"AMRITSAR, IN",6/5/1994,1.97,,91,110,
INM00042071,"AMRITSAR, IN",6/6/1994,0,,92,109,72
INM00042071,"AMRITSAR, IN",6/7/1994,0,,97,114,
INM00042071,"AMRITSAR, IN",6/8/1994,0,,95,113,
INM00042071,"AMRITSAR, IN",6/9/1994,0,,94,113,
INM00042071,"AMRITSAR, IN",6/10/1994,0,,95,105,
INM00042071,"AMRITSAR, IN",6/11/1994,0,,82,105,
INM00042071,"AMRITSAR, IN",6/12/1994,0.08,,83,92,
INM00042071,"AMRITSAR, IN",6/13/1994,0,,85,97,69
INM00042071,"AMRITSAR, IN",6/14/1994,0,,89,104,
INM00042071,"AMRITSAR, IN",6/15/1994,0,,90,107,
INM00042071,"AMRITSAR, IN",6/16/1994,0,,94,111,
INM00042071,"AMRITSAR, IN",6/17/1994,0,,94,,
INM00042071,"AMRITSAR, IN",6/18/1994,0,,95,114,
INM00042071,"AMRITSAR, IN",6/19/1994,0,,96,114,
INM00042071,"AMRITSAR, IN",6/20/1994,0,,98,110,
INM00042071,"AMRITSAR, IN",6/21/1994,0,,94,110,
INM00042071,"AMRITSAR, IN",6/22/1994,0,,96,108,
INM00042071,"AMRITSAR, IN",6/23/1994,0,,92,108,
INM00042071,"AMRITSAR, IN",6/24/1994,0,,92,101,
INM00042071,"AMRITSAR, IN",6/25/1994,,,90,101,
INM00042071,"AMRITSAR, IN",6/26/1994,3.54,,86,101,
INM00042071,"AMRITSAR, IN",6/27/1994,0.65,,88,94,
INM00042071,"AMRITSAR, IN",6/28/1994,0,,88,97,
INM00042071,"AMRITSAR, IN",6/29/1994,0,,89,97,
INM00042071,"AMRITSAR, IN",6/30/1994,0,,89,97,
INM00042071,"AMRITSAR, IN",7/1/1994,,,83,87,
INM00042071,"AMRITSAR, IN",7/2/1994,0,,90,98,
INM00042071,"AMRITSAR, IN",7/3/1994,,,81,98,
INM00042071,"AMRITSAR, IN",7/4/1994,,,88,96,
INM00042071,"AMRITSAR, IN",7/5/1994,0,,89,97,
INM00042071,"AMRITSAR, IN",7/6/1994,0,,89,97,
